epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,1567.81,1.44468,0.81153,0.00945,0.89542,0.78777,0.88475,0.49184,1.66706,0.80901,0.01692,0.0011288,0.0011288,0.0011288
178,1573.45,1.3831,0.75595,0.00935,0.89193,0.80935,0.89384,0.4906,1.68632,0.82834,0.01709,0.00112385,0.00112385,0.00112385
179,1578.98,1.43,0.80186,0.00946,0.85712,0.81655,0.87795,0.46735,1.71223,0.82707,0.01696,0.0011189,0.0011189,0.0011189
180,1584.54,1.44023,0.78272,0.00956,0.90322,0.7518,0.86816,0.47997,1.70098,0.82412,0.01745,0.00111395,0.00111395,0.00111395
181,1590.12,1.42493,0.79423,0.00945,0.90472,0.79856,0.88846,0.45907,1.73624,0.81087,0.01718,0.001109,0.001109,0.001109
182,1595.69,1.4396,0.80178,0.00975,0.8647,0.79137,0.87899,0.46709,1.73182,0.85438,0.01729,0.00110405,0.00110405,0.00110405
183,1601.34,1.38913,0.74192,0.00911,0.89214,0.81655,0.89906,0.48707,1.72612,0.75366,0.01742,0.0010991,0.0010991,0.0010991
184,1606.92,1.41257,0.80041,0.00925,0.89376,0.80576,0.8906,0.49085,1.67874,0.73011,0.01671,0.00109415,0.00109415,0.00109415
185,1612.64,1.42141,0.76341,0.00931,0.87916,0.79496,0.89184,0.47538,1.70247,0.66443,0.01698,0.0010892,0.0010892,0.0010892
186,1618.26,1.4144,0.76951,0.00954,0.91461,0.77698,0.88684,0.48266,1.69691,0.80446,0.01707,0.00108425,0.00108425,0.00108425
187,1623.92,1.4159,0.77162,0.00939,0.89739,0.78777,0.88451,0.49274,1.67159,0.83036,0.01646,0.0010793,0.0010793,0.0010793
188,1629.51,1.42813,0.78139,0.00889,0.91713,0.78058,0.87793,0.46914,1.74971,0.82109,0.01753,0.00107435,0.00107435,0.00107435
189,1635.04,1.42013,0.80481,0.00938,0.92308,0.777,0.89276,0.48939,1.69919,0.84004,0.01693,0.0010694,0.0010694,0.0010694
190,1640.6,1.41497,0.78688,0.00938,0.89932,0.82734,0.91063,0.48559,1.72666,0.74738,0.01702,0.00106445,0.00106445,0.00106445
191,1646.13,1.40041,0.78896,0.00926,0.88602,0.79496,0.88802,0.48726,1.69533,0.91135,0.01679,0.0010595,0.0010595,0.0010595
